pid,tid,allowed_list,current_cpu,status
1842148,1842148,8,8,ok
1842148,1842165,9,9,ok
1842148,1842166,10,10,ok
1842148,1842167,11,11,ok
1842148,1846399,12,12,ok
1842148,1846400,13,13,ok
1842148,1846559,14,14,ok
1842148,1846560,15,15,ok
1842148,1846561,16,16,ok
1842148,1846635,17,17,ok
1842148,1846636,18,18,ok
