# started on Fri Aug 21 02:33:01 2026

627604748254,,instructions,581039438894,100.00,0.32,insn per cycle
1976292687701,,cycles,581039688885,100.00,,
3993253493,,L2I_CODE_RD_MISS,581040061927,100.00,,
2626,,context-switches,581040026137,100.00,,
0,,cpu-migrations,581040153552,100.00,,
