pid,tid,allowed_list,current_cpu,status
2883175,2883175,8,8,ok
2883175,2883184,9,9,ok
2883175,2883185,10,10,ok
2883175,2883186,11,11,ok
2883175,2887208,12,12,ok
2883175,2887211,13,13,ok
2883175,2887370,14,14,ok
2883175,2887371,15,15,ok
2883175,2887372,16,16,ok
2883175,2887442,17,17,ok
2883175,2887443,18,18,ok
