pid,tid,allowed_list,current_cpu,status
1584106,1584106,60,60,ok
1584106,1584108,61,70,ok
1584106,1584109,62,62,ok
1584106,1584110,63,72,ok
1584106,1584111,64,64,ok
1584106,1584112,65,65,ok
1584106,1584113,66,76,ok
