pid,tid,allowed_list,current_cpu,status
1737499,1737499,72,72,ok
1737499,1737500,73,73,ok
1737499,1737501,74,74,ok
1737499,1737505,75,75,ok
1737499,1737506,76,76,ok
1737499,1737507,77,77,ok
1737499,1739187,78,78,ok
1737499,1739188,79,79,ok
