pid,tid,allowed_list,current_cpu,status
2257353,2257353,8,8,ok
2257353,2257362,9,9,ok
2257353,2257363,10,10,ok
2257353,2257364,11,11,ok
2257353,2261542,12,12,ok
2257353,2261543,13,13,ok
2257353,2261702,14,14,ok
2257353,2261703,15,15,ok
2257353,2261704,16,16,ok
2257353,2261778,17,17,ok
2257353,2261779,18,18,ok
