pid,tid,allowed_list,current_cpu,status
1529311,1529311,60,60,ok
1529311,1529313,61,66,ok
1529311,1529314,62,62,ok
1529311,1529315,63,68,ok
1529311,1529316,64,64,ok
1529311,1529317,65,65,ok
1529311,1529318,66,72,ok
