pid,tid,allowed_list,current_cpu,status
1529676,1529676,72,61,ok
1529676,1529677,73,73,ok
1529676,1529678,74,74,ok
1529676,1529682,75,75,ok
1529676,1529683,76,76,ok
1529676,1529684,77,77,ok
