pid,tid,allowed_list,current_cpu,status
1529311,1529311,60,64,ok
1529311,1529313,61,66,ok
1529311,1529314,62,67,ok
1529311,1529315,63,68,ok
1529311,1529316,64,69,ok
1529311,1529317,65,74,ok
1529311,1529318,66,72,ok
