run_index,label,duration,warmup,ib_min,ib_max,db_cores,server_cores,client_cores,uwsgi_worker_pids,transactions,elapsed_time_s,transaction_rate_qps,availability_pct,response_time_s,failed_transactions,load_generator,instructions,cycles,l2i_misses,l2i_mpki,ipc,context_switches,cpu_migrations,server_tids_audited,client_tids_audited,db_tids_partitioned,db_thread_policy,native_thread_policy,pinner_errors,perf_rc,audit_ok,valid
1,base,45S,20S,1000000,2000000,1-59,60-80,81-85,1529676,419,45.021544098999584,9.306655477623002,100.0,0.1074479127564353,0,python-http.client-single-connection,42366588890,146694728970,3595674809,84.8705289523251,0.2888078473403379,7535,0,20,1,54,shared-disjoint-jvm-dependency,one-tid-per-physical-core,0,0,1,1
