run_index,label,duration,warmup,ib_min,ib_max,db_cores,server_cores,client_cores,uwsgi_worker_pids,transactions,elapsed_time_s,transaction_rate_qps,availability_pct,response_time_s,failed_transactions,load_generator,instructions,cycles,l2i_misses,l2i_mpki,ipc,context_switches,cpu_migrations,server_tids_audited,client_tids_audited,db_tids_partitioned,db_thread_policy,native_thread_policy,pinner_errors,perf_rc,audit_ok,valid
1,base,45S,20S,1000000,2000000,1-59,60-80,81-85,1633234,422,45.073534920986276,9.36247846413121,100.0,0.10680727835499651,0,python-http.client-single-connection,41997459890,146820368720,3590474594,85.49266082768321,0.28604654964525417,8272,0,21,1,55,shared-disjoint-jvm-dependency,one-tid-per-physical-core,0,0,1,1
