cpu,governor,min_khz,max_khz,current_khz,no_turbo,min_perf_pct,max_perf_pct
0,performance,3400000,3400000,2112939,0,53,53
1,performance,3400000,3400000,3258207,0,53,53
2,performance,3400000,3400000,3400000,0,53,53
3,performance,3400000,3400000,3400000,0,53,53
4,performance,3400000,3400000,3359163,0,53,53
5,performance,3400000,3400000,3176190,0,53,53
6,performance,3400000,3400000,3152088,0,53,53
7,performance,3400000,3400000,3119611,0,53,53
8,performance,3400000,3400000,3128132,0,53,53
9,performance,3400000,3400000,3114492,0,53,53
10,performance,3400000,3400000,3400000,0,53,53
11,performance,3400000,3400000,3122316,0,53,53
12,performance,3400000,3400000,3140445,0,53,53
13,performance,3400000,3400000,3400000,0,53,53
14,performance,3400000,3400000,3400000,0,53,53
15,performance,3400000,3400000,3363515,0,53,53
16,performance,3400000,3400000,3239307,0,53,53
17,performance,3400000,3400000,3130203,0,53,53
18,performance,3400000,3400000,3400000,0,53,53
19,performance,3400000,3400000,3400000,0,53,53
20,performance,3400000,3400000,3144717,0,53,53
21,performance,3400000,3400000,3083565,0,53,53
22,performance,3400000,3400000,3400000,0,53,53
23,performance,3400000,3400000,3143124,0,53,53
24,performance,3400000,3400000,3400000,0,53,53
25,performance,3400000,3400000,3400000,0,53,53
26,performance,3400000,3400000,3400000,0,53,53
27,performance,3400000,3400000,3109523,0,53,53
28,performance,3400000,3400000,3400000,0,53,53
29,performance,3400000,3400000,3400000,0,53,53
30,performance,3400000,3400000,3400000,0,53,53
31,performance,3400000,3400000,3130372,0,53,53
32,performance,3400000,3400000,3400000,0,53,53
33,performance,3400000,3400000,3400000,0,53,53
34,performance,3400000,3400000,3133360,0,53,53
35,performance,3400000,3400000,3400000,0,53,53
36,performance,3400000,3400000,3400000,0,53,53
37,performance,3400000,3400000,3400000,0,53,53
38,performance,3400000,3400000,3400000,0,53,53
39,performance,3400000,3400000,3368678,0,53,53
40,performance,3400000,3400000,3400000,0,53,53
41,performance,3400000,3400000,3400000,0,53,53
42,performance,3400000,3400000,3400000,0,53,53
43,performance,3400000,3400000,3185244,0,53,53
44,performance,3400000,3400000,3375574,0,53,53
45,performance,3400000,3400000,3166638,0,53,53
46,performance,3400000,3400000,3400000,0,53,53
47,performance,3400000,3400000,3185951,0,53,53
48,performance,3400000,3400000,3155399,0,53,53
49,performance,3400000,3400000,3400000,0,53,53
50,performance,3400000,3400000,3157987,0,53,53
51,performance,3400000,3400000,3145079,0,53,53
52,performance,3400000,3400000,3400000,0,53,53
53,performance,3400000,3400000,3167904,0,53,53
54,performance,3400000,3400000,3187644,0,53,53
55,performance,3400000,3400000,3173153,0,53,53
56,performance,3400000,3400000,3195636,0,53,53
57,performance,3400000,3400000,3173096,0,53,53
58,performance,3400000,3400000,3185680,0,53,53
59,performance,3400000,3400000,3278324,0,53,53
60,performance,3400000,3400000,3251895,0,53,53
61,performance,3400000,3400000,3179378,0,53,53
62,performance,3400000,3400000,3363093,0,53,53
63,performance,3400000,3400000,3135919,0,53,53
64,performance,3400000,3400000,3177237,0,53,53
65,performance,3400000,3400000,3162466,0,53,53
66,performance,3400000,3400000,3168388,0,53,53
67,performance,3400000,3400000,3175220,0,53,53
68,performance,3400000,3400000,3275356,0,53,53
69,performance,3400000,3400000,3144176,0,53,53
70,performance,3400000,3400000,2712280,0,53,53
71,performance,3400000,3400000,2755495,0,53,53
72,performance,3400000,3400000,3131510,0,53,53
73,performance,3400000,3400000,3161154,0,53,53
74,performance,3400000,3400000,3179600,0,53,53
75,performance,3400000,3400000,3326475,0,53,53
76,performance,3400000,3400000,3171389,0,53,53
77,performance,3400000,3400000,3299717,0,53,53
78,performance,3400000,3400000,3189724,0,53,53
79,performance,3400000,3400000,3168104,0,53,53
80,performance,3400000,3400000,3170214,0,53,53
81,performance,3400000,3400000,3400000,0,53,53
82,performance,3400000,3400000,3153568,0,53,53
83,performance,3400000,3400000,3166858,0,53,53
84,performance,3400000,3400000,3161162,0,53,53
85,performance,3400000,3400000,3190960,0,53,53
