pid,tid,allowed_list,current_cpu,status
2466400,2466400,8,8,ok
2466400,2466409,9,9,ok
2466400,2466410,10,10,ok
2466400,2466411,11,11,ok
2466400,2470423,12,12,ok
2466400,2470424,13,13,ok
2466400,2470585,14,14,ok
2466400,2470586,15,15,ok
2466400,2470587,16,16,ok
2466400,2470657,17,17,ok
2466400,2470658,18,18,ok
