pid,tid,allowed_list,current_cpu,status
1689016,1689016,72,72,ok
1689016,1689017,73,73,ok
1689016,1689018,74,74,ok
1689016,1689022,75,75,ok
1689016,1689023,76,76,ok
1689016,1689024,77,77,ok
1689016,1690533,78,78,ok
1689016,1691408,79,79,ok
