pid,tid,allowed_list,current_cpu,status
1688661,1688661,60,60,ok
1688661,1688663,61,70,ok
1688661,1688664,62,71,ok
1688661,1688665,63,72,ok
1688661,1688666,64,73,ok
1688661,1688667,65,61,ok
1688661,1688668,66,75,ok
