pid,tid,allowed_list,current_cpu,status
2675265,2675265,8,8,ok
2675265,2675274,9,9,ok
2675265,2675275,10,10,ok
2675265,2675276,11,11,ok
2675265,2679442,12,12,ok
2675265,2679443,13,13,ok
2675265,2679604,14,14,ok
2675265,2679605,15,15,ok
2675265,2679606,16,16,ok
2675265,2679678,17,17,ok
2675265,2679680,18,18,ok
