pid,tid,allowed_list,current_cpu,status
1792717,1792717,72,72,ok
1792717,1792718,73,73,ok
1792717,1792719,74,74,ok
1792717,1792723,75,75,ok
1792717,1792724,76,76,ok
1792717,1792725,77,77,ok
1792717,1794241,78,78,ok
1792717,1794244,79,79,ok
1792717,1812857,80,80,ok
