pid,tid,allowed_list,current_cpu,status
1792368,1792368,60,60,ok
1792368,1792370,61,72,ok
1792368,1792371,62,62,ok
1792368,1792372,63,74,ok
1792368,1792373,64,75,ok
1792368,1792374,65,65,ok
1792368,1792375,66,77,ok
