run_index,label,duration,warmup,ib_min,ib_max,db_cores,server_cores,client_cores,uwsgi_worker_pids,transactions,elapsed_time_s,transaction_rate_qps,availability_pct,response_time_s,failed_transactions,load_generator,instructions,cycles,l2i_misses,l2i_mpki,ipc,context_switches,cpu_migrations,server_tids_audited,client_tids_audited,db_tids_partitioned,db_thread_policy,native_thread_policy,pinner_errors,perf_rc,audit_ok,valid
2,d4_next,45S,20S,1000000,2000000,1-59,60-80,81-85,1792717,714,45.01732336098212,15.860560928392413,100.0,0.06304743727035683,0,python-http.client-single-connection,84030430939,142737750466,2874918176,34.2128219964382,0.5887050248771853,13151,1,20,1,62,shared-disjoint-jvm-dependency,one-tid-per-physical-core,0,0,1,0
