run_index,label,duration,warmup,ib_min,ib_max,db_cores,server_cores,client_cores,uwsgi_worker_pids,transactions,elapsed_time_s,transaction_rate_qps,availability_pct,response_time_s,failed_transactions,load_generator,instructions,cycles,l2i_misses,l2i_mpki,ipc,context_switches,cpu_migrations,server_tids_audited,client_tids_audited,db_tids_partitioned,db_thread_policy,native_thread_policy,pinner_errors,perf_rc,audit_ok,valid
1,base,45S,20S,1000000,2000000,1-59,60-80,81-85,567183,296,45.09852311699797,6.563407835597956,100.0,0.15235698486840438,0,python-http.client-single-connection,29810072483,87168378777,2536059753,85.07392105290106,0.34198264211454626,5788,0,20,1,55,shared-disjoint-jvm-dependency,one-tid-per-physical-core,0,0,1,1
2,d4_next,45S,20S,1000000,2000000,1-59,60-80,81-85,613794,437,45.047866807999526,9.700792311932476,100.0,0.10308140307089854,0,python-http.client-single-connection,51817801963,85838755858,1813232379,34.99246031884412,0.6036644106156471,8609,0,21,1,55,shared-disjoint-jvm-dependency,one-tid-per-physical-core,0,0,1,1
