run_index,label,duration,warmup,ib_min,ib_max,db_cores,server_cores,client_cores,uwsgi_worker_pids,transactions,elapsed_time_s,transaction_rate_qps,availability_pct,response_time_s,failed_transactions,load_generator,instructions,cycles,l2i_misses,l2i_mpki,ipc,context_switches,cpu_migrations,server_tids_audited,client_tids_audited,db_tids_partitioned,db_thread_policy,native_thread_policy,pinner_errors,perf_rc,audit_ok,valid
1,base,45S,20S,1000000,2000000,1-59,60-80,81-85,478199,296,45.052929795001546,6.57004996893321,100.0,0.15220291291204893,0,python-http.client-single-connection,29473100799,87114129621,2537594603,86.09866400911908,0.33832744386273617,5963,0,21,1,55,shared-disjoint-jvm-dependency,one-tid-per-physical-core,0,0,1,1
2,d4_next,45S,20S,1000000,2000000,1-59,60-80,81-85,525313,440,45.068774983003095,9.762856881864181,100.0,0.10242608043422065,0,python-http.client-single-connection,51791023818,85839170360,1812076041,34.98822590122676,0.6033495384542298,8384,0,20,1,55,shared-disjoint-jvm-dependency,one-tid-per-physical-core,0,0,1,1
